序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
8536,276.77,350.44,437.58,514.66,579.3,641.34,729.21,815.67,815.62,815.9,815.51,815.54,815.53,815.57,815.47,816.2,751.95,200.8,298.73,400.11,500.17,524.57,611.01,726.86,815.62,815.25,815.94,815.94,815.86,815.71,815.88,817.16,815.9,749.53
8537,282.01,355.27,442.41,515.22,572.03,640.87,730.28,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.28,752.21,201.69,298.66,400.06,500.41,523.18,610.71,726.9,815.73,815.28,815.93,815.97,815.86,815.71,815.86,817.16,816.0,749.31
8538,282.01,355.27,442.42,515.19,572.03,640.87,730.32,815.67,815.65,815.92,815.51,815.55,815.56,815.57,815.54,816.28,752.11,201.69,298.72,400.1,500.42,523.18,610.71,726.91,815.74,815.28,815.94,815.97,815.86,815.72,815.77,817.11,815.98,749.24
8539,282.01,355.29,442.42,515.17,572.03,640.87,730.35,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.08,201.69,298.84,400.1,500.15,523.19,610.71,726.89,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,816.0,749.22
8540,281.79,355.26,442.41,515.04,572.13,640.85,730.31,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.08,201.76,298.8,400.05,500.32,523.18,610.71,726.89,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.32
8541,282.94,355.94,442.81,515.18,571.86,643.08,733.87,815.68,815.83,816.02,815.53,815.59,815.49,815.5,815.46,816.28,751.6,203.86,298.89,399.82,500.0,523.06,610.66,727.19,815.75,815.41,815.97,816.14,815.84,815.7,815.83,817.24,816.01,749.4
8542,282.04,355.27,442.41,515.01,572.03,642.59,730.32,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.29,752.08,201.67,298.56,400.08,500.36,523.18,610.71,726.91,815.73,815.28,815.93,815.97,815.86,815.71,815.84,817.16,815.97,749.25
8543,282.01,355.27,442.43,515.22,571.59,642.62,730.38,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.03,201.7,299.08,400.22,500.23,522.81,610.71,726.77,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.24
8544,282.01,355.24,442.95,515.16,572.03,642.88,730.49,815.67,815.66,815.92,815.52,815.57,815.54,815.58,815.54,816.28,752.03,201.65,298.99,400.2,500.16,522.81,610.71,726.74,815.73,815.28,815.93,815.97,815.86,815.71,815.86,817.16,816.0,749.21
8545,282.04,355.28,442.41,514.4,572.11,640.95,730.29,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.22,201.78,298.6,400.04,500.3,523.19,610.71,726.9,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,816.0,749.29
8546,281.63,356.03,442.18,514.38,570.16,640.99,730.42,815.67,815.65,815.94,815.51,815.57,815.57,815.57,815.55,816.34,752.17,202.65,298.88,400.86,500.12,523.71,610.75,726.5,815.83,815.3,815.96,815.97,815.86,815.72,815.79,817.11,815.98,749.37
8547,282.01,355.27,442.42,515.22,572.03,640.87,730.31,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.28,752.08,201.7,299.04,400.12,500.12,523.18,610.71,726.89,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,816.0,749.3
8548,282.01,355.27,442.41,515.01,572.03,640.87,730.32,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.08,201.69,298.73,400.12,500.39,523.19,610.71,726.91,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.34
8549,281.79,355.26,442.35,515.05,572.13,642.59,730.35,815.67,815.65,815.92,815.53,815.55,815.55,815.57,815.54,816.28,752.06,201.76,298.68,400.14,500.2,523.19,610.71,726.91,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,816.0,749.32
8550,282.01,355.29,442.41,515.05,572.03,642.59,730.35,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.29,752.08,201.67,298.7,400.12,500.44,523.18,610.71,726.91,815.73,815.28,815.95,815.97,815.86,815.72,815.84,817.16,816.0,749.27
8551,282.04,355.26,442.41,513.97,572.11,640.85,730.26,815.67,815.65,815.92,815.53,815.57,815.54,815.57,815.54,816.28,752.21,201.78,298.56,400.03,500.32,523.19,610.71,726.9,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,816.0,749.27
8552,282.04,355.28,442.35,514.98,572.11,642.68,730.37,815.67,815.65,815.92,815.53,815.55,815.55,815.57,815.54,816.28,752.08,201.75,298.83,400.1,500.31,523.18,610.71,726.89,815.73,815.28,815.95,815.97,815.86,815.72,815.86,817.16,816.0,749.24
8553,281.79,355.83,442.88,514.99,572.01,642.64,730.51,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.13,201.7,298.47,399.96,500.36,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.23
8554,281.86,356.22,442.94,514.99,571.05,642.92,730.47,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.13,201.66,298.87,399.94,500.36,522.88,610.71,726.35,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.25
8555,281.87,356.22,442.94,514.95,573.29,643.19,730.6,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.13,201.69,298.56,399.87,500.37,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.29
8556,281.79,356.22,442.94,515.01,572.01,642.71,730.5,815.67,815.66,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.13,201.69,298.42,400.07,500.42,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.25
8557,282.01,356.23,442.97,515.22,562.82,642.25,730.55,815.67,815.67,815.92,815.51,815.62,815.54,815.58,815.54,816.28,752.54,201.78,299.08,399.87,500.04,523.33,610.71,726.77,815.73,815.15,815.92,815.98,815.92,815.71,815.86,817.16,816.0,749.52
8558,281.87,355.83,443.26,514.99,571.64,642.8,730.66,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.13,201.66,298.68,399.98,500.39,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.25
8559,281.79,356.22,442.94,514.97,572.01,642.71,730.5,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.13,201.69,298.45,400.11,500.47,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.25
8560,281.79,356.22,442.94,514.96,571.53,642.92,730.47,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.13,201.69,298.74,400.05,500.37,522.88,610.71,726.35,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.27
8561,281.86,356.22,442.94,515.02,576.29,642.88,730.5,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.13,201.59,298.87,400.02,500.28,522.88,610.71,726.35,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.25
8562,281.79,356.22,442.94,515.05,584.06,642.93,730.55,815.67,815.66,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.13,201.58,298.58,400.21,500.26,522.88,610.66,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.22
8563,281.79,356.22,442.96,514.98,585.28,642.93,730.51,815.67,815.66,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.13,201.59,298.55,400.06,500.18,522.88,610.66,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.24
8564,281.86,356.22,443.26,514.95,571.89,642.58,730.63,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.13,201.66,298.84,399.83,500.32,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.28
8565,283.02,348.39,442.94,515.31,579.42,642.86,730.54,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.13,201.59,298.61,399.61,500.42,523.17,610.66,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.24
8566,281.79,355.65,442.94,514.97,572.65,642.86,730.57,815.67,815.68,815.94,815.55,815.63,815.54,815.58,815.54,816.28,752.13,201.7,298.53,400.15,500.38,522.88,610.71,726.57,815.73,815.28,815.99,815.97,815.92,815.73,815.86,817.16,816.0,749.24
8567,281.79,355.26,442.94,514.99,572.11,642.64,730.51,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.13,201.71,298.55,400.0,500.36,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.23
8568,281.79,355.65,442.88,515.01,573.29,642.86,730.57,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.1,201.6,298.53,400.06,500.41,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.22
8569,281.79,355.24,442.94,514.98,572.13,642.73,730.47,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.09,201.71,299.02,400.07,500.5,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.21
8570,282.04,355.27,442.94,515.01,572.11,642.63,730.44,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.28,752.03,201.71,298.76,400.12,500.57,522.81,610.71,726.77,815.73,815.28,815.93,815.97,815.86,815.71,815.86,817.16,816.0,749.24
8571,276.68,350.71,438.06,515.63,578.98,643.12,729.34,815.67,815.62,815.9,815.51,815.54,815.53,815.57,815.47,816.2,751.97,200.83,298.38,400.13,500.35,524.11,611.01,726.74,815.62,815.25,815.94,815.94,815.86,815.71,815.88,817.16,815.9,749.55
8572,281.79,355.26,442.35,515.01,572.01,642.59,730.38,815.67,815.66,815.92,815.52,815.57,815.54,815.57,815.54,816.28,752.06,201.75,298.77,400.06,500.35,523.19,610.71,726.89,815.73,815.28,815.97,815.97,815.86,815.71,815.86,817.16,816.0,749.23
8573,282.01,355.27,442.96,515.19,571.59,642.75,730.47,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.07,201.64,298.94,400.23,500.25,522.82,610.71,726.66,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.24
8574,281.87,355.26,442.88,514.99,571.55,642.9,730.6,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.06,201.71,298.72,399.95,500.27,523.19,610.71,726.91,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.27
8575,282.12,354.08,443.4,513.42,573.33,638.77,731.12,815.52,815.65,815.9,815.48,815.57,815.49,815.57,815.54,816.22,752.33,201.11,298.4,400.12,500.06,526.4,610.13,727.9,815.73,815.28,815.97,815.89,815.74,815.64,815.86,817.16,815.97,749.21
8576,281.79,355.28,442.94,515.09,572.03,642.63,730.47,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.11,201.71,298.82,400.04,500.57,522.81,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.24
8577,292.51,347.87,431.42,513.44,554.91,644.32,730.22,815.85,815.75,815.97,815.61,815.73,815.59,815.59,815.67,816.59,759.66,212.07,299.14,400.09,500.21,522.45,610.34,720.95,815.94,815.36,816.06,816.07,816.02,815.82,815.92,817.26,816.06,749.28
8578,281.79,355.26,442.94,515.01,573.84,642.93,730.54,815.67,815.66,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.08,201.7,298.81,400.09,500.49,522.82,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.22
8579,281.79,355.65,442.94,515.01,572.11,642.64,730.5,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.13,201.71,298.52,400.11,500.47,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.22
8580,281.79,355.65,442.94,515.05,572.11,642.71,730.57,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.1,201.7,298.66,400.09,500.39,522.82,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.23
8581,282.04,355.65,442.94,515.03,572.09,642.64,730.51,815.67,815.68,815.94,815.55,815.63,815.54,815.58,815.54,816.28,752.1,201.71,298.55,400.02,500.4,522.88,610.71,726.57,815.73,815.28,815.99,815.97,815.92,815.73,815.86,817.16,816.0,749.22
8582,281.15,357.29,441.23,514.84,571.57,640.49,730.54,815.63,815.62,815.89,815.41,815.54,815.5,815.57,815.47,816.07,751.71,203.01,299.52,399.56,500.36,522.8,608.74,726.29,815.68,815.28,815.91,815.94,815.9,815.61,815.77,817.07,815.96,749.26
8583,282.01,355.27,442.94,515.05,572.01,642.73,730.54,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.1,201.6,298.57,400.09,500.5,522.82,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.23
8584,281.87,355.65,443.26,514.99,572.41,643.07,730.66,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.13,201.67,298.65,399.92,500.42,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.26
8585,281.86,355.65,442.94,514.99,580.31,642.93,730.5,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.1,201.59,298.55,399.95,500.22,522.82,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.26
8586,281.79,356.22,442.94,515.04,573.29,642.93,730.55,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.13,201.58,298.59,400.01,500.35,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.21
8587,281.92,356.13,443.28,514.99,572.42,643.18,730.6,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.13,201.56,298.36,399.83,500.37,522.88,610.73,726.49,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.28
8588,281.87,355.65,442.94,514.95,571.8,643.44,730.58,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.13,201.7,298.56,399.86,500.34,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.29
8589,281.87,356.22,442.96,514.99,585.28,643.44,730.58,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.13,201.48,298.86,399.87,500.24,522.88,610.66,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.28
8590,281.87,355.65,442.94,514.98,571.05,643.2,730.5,815.67,815.68,815.94,815.55,815.63,815.54,815.58,815.54,816.28,752.13,201.7,298.59,399.95,500.42,522.88,610.71,726.57,815.73,815.28,815.99,815.97,815.92,815.73,815.86,817.16,816.0,749.29
8591,281.87,355.65,443.13,514.99,585.9,643.2,730.57,815.67,815.68,815.94,815.54,815.62,815.54,815.58,815.54,816.28,752.13,201.53,298.42,399.88,500.24,522.88,610.63,726.51,815.73,815.28,815.99,815.97,815.92,815.71,815.86,817.16,816.0,749.28
8592,281.18,355.06,441.26,514.83,573.2,640.34,730.53,815.63,815.64,815.91,815.44,815.55,815.5,815.57,815.47,816.07,751.74,203.05,299.19,399.76,500.38,522.86,608.74,726.29,815.68,815.28,815.93,815.94,815.9,815.63,815.77,817.07,815.96,749.26
8593,281.5,357.16,443.05,514.3,572.21,643.5,730.91,815.67,815.66,815.94,815.52,815.64,815.55,815.58,815.55,816.34,752.11,202.45,299.05,400.71,500.17,523.47,610.77,725.95,815.82,815.3,815.99,815.97,815.92,815.71,815.88,817.16,816.0,749.36
8594,292.58,347.98,431.82,513.4,564.19,644.83,730.6,815.85,815.75,815.97,815.61,815.73,815.59,815.6,815.67,816.59,759.69,212.01,299.54,400.09,500.09,522.45,610.41,721.18,815.94,815.36,816.06,816.07,816.02,815.82,815.92,817.26,816.06,749.35
8595,281.92,356.16,442.94,514.97,573.99,643.61,730.6,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.13,201.51,298.58,399.84,500.29,522.88,610.73,726.49,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.29
8596,282.09,356.23,443.31,515.19,563.36,642.58,730.5,815.67,815.68,815.94,815.52,815.62,815.54,815.58,815.54,816.28,752.54,201.74,299.01,399.87,500.03,523.33,610.71,726.77,815.73,815.15,815.94,815.98,815.92,815.71,815.86,817.16,816.0,749.53
8597,281.87,356.22,442.94,514.96,583.58,643.44,730.58,815.67,815.68,815.94,815.55,815.63,815.54,815.58,815.54,816.28,752.13,201.48,298.42,399.93,500.22,522.88,610.66,726.57,815.73,815.28,815.99,815.97,815.92,815.73,815.86,817.16,816.0,749.39
8598,281.87,356.22,442.94,514.93,581.62,643.44,730.58,815.64,815.67,815.94,802.14,815.51,815.53,815.58,815.5,816.26,752.13,201.59,298.7,400.02,500.2,522.88,610.71,726.35,815.72,815.28,815.97,799.86,815.8,815.71,815.86,817.16,815.99,749.46
8599,281.79,355.0,443.21,514.92,586.53,642.93,730.49,815.55,815.66,815.92,815.52,815.56,815.54,815.58,815.54,816.24,752.17,201.69,299.07,400.14,500.07,522.87,610.65,726.51,815.71,815.28,815.96,815.97,815.9,815.71,815.86,817.16,815.93,749.25
8600,281.87,356.22,442.94,514.98,571.2,642.98,730.5,815.67,815.68,815.94,815.55,815.63,815.54,815.58,815.54,816.28,752.13,201.66,298.42,399.9,500.32,522.88,610.71,726.57,815.73,815.28,815.99,815.97,815.92,815.73,815.86,817.16,816.0,749.28
8601,281.86,356.08,443.21,514.99,571.59,643.13,730.69,815.67,815.68,815.94,815.55,815.63,815.54,815.58,815.54,816.28,752.13,201.75,298.42,399.85,500.33,522.89,610.72,726.57,815.73,815.28,815.99,815.97,815.92,815.73,815.86,817.16,816.0,749.28
8602,281.89,356.47,443.43,514.96,585.81,643.52,730.77,815.67,815.68,815.94,815.55,815.63,815.54,815.58,815.54,816.28,752.11,201.61,298.95,399.81,500.2,522.89,610.67,726.35,815.73,815.28,815.99,815.97,815.92,815.73,815.86,817.16,816.0,749.43
8603,281.79,356.22,442.94,515.02,581.85,642.93,730.55,815.67,815.68,815.94,815.54,815.63,815.54,815.58,815.54,816.28,752.1,201.59,298.55,400.07,500.25,522.82,610.71,726.57,815.73,815.28,815.99,815.97,815.92,815.71,815.86,817.16,816.0,749.26
8604,292.51,347.86,431.54,513.44,574.72,644.32,730.29,815.85,815.75,815.97,815.61,815.73,815.59,815.6,815.67,816.59,759.71,212.07,299.1,400.07,500.28,522.42,610.41,721.21,815.94,815.36,816.06,816.07,816.02,815.82,815.92,817.26,816.06,749.32
8605,281.79,355.65,443.26,514.99,574.43,642.88,730.67,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.04,201.67,298.86,399.95,500.39,522.82,610.71,726.89,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.24
8606,280.06,349.42,442.73,514.59,583.93,641.02,730.41,815.61,815.62,815.91,815.49,815.49,815.46,815.52,815.51,815.99,751.75,205.89,298.53,400.12,500.22,524.37,610.58,727.02,815.71,815.28,815.93,815.94,815.69,815.72,815.68,817.11,815.9,749.31
8607,281.86,355.26,443.28,514.99,571.68,642.71,730.47,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.08,201.67,298.71,399.81,500.36,522.82,610.71,726.66,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.29
8608,281.87,355.65,442.94,514.98,576.5,643.2,730.6,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.1,201.6,298.56,399.97,500.3,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.29
8609,281.79,355.26,442.94,515.01,572.11,642.64,730.57,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.13,201.71,298.63,400.02,500.39,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.22
8610,281.87,355.65,442.94,514.99,572.27,643.44,730.58,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.1,201.6,298.81,399.83,500.42,522.82,610.71,726.49,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.26
8611,281.79,356.26,443.26,514.95,572.6,642.57,730.75,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.1,201.67,298.51,399.89,500.37,522.88,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.27
8612,281.79,355.65,442.96,515.05,585.63,642.93,730.5,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.13,201.59,298.58,400.07,500.32,522.88,610.67,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.22
8613,281.87,355.65,442.94,514.96,571.95,642.9,730.58,815.67,815.68,815.94,815.54,815.62,815.54,815.58,815.54,816.28,752.13,201.71,298.44,399.83,500.38,522.88,610.71,726.57,815.73,815.28,815.99,815.97,815.92,815.71,815.86,817.16,816.0,749.4
8614,281.79,356.26,443.45,515.04,585.64,642.79,730.69,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.13,201.54,298.64,400.07,500.33,522.88,610.67,726.51,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.24
8615,281.79,355.26,442.94,515.04,576.77,642.85,730.44,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.14,201.6,298.56,400.14,500.48,522.87,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.24
8616,281.87,355.26,443.26,515.02,579.71,643.31,730.74,815.67,815.68,815.94,815.55,815.63,815.54,815.58,815.54,816.28,752.08,201.49,298.93,399.91,500.22,522.82,610.71,726.58,815.73,815.28,815.99,815.97,815.92,815.73,815.86,817.16,816.0,749.26
8617,281.79,355.28,442.94,515.04,571.88,642.85,730.47,815.67,815.68,815.94,815.55,815.63,815.54,815.58,815.54,816.28,752.11,201.71,298.92,400.07,500.66,522.81,610.71,726.57,815.73,815.28,815.99,815.97,815.92,815.73,815.86,817.16,816.0,749.24
8618,281.23,357.49,441.27,514.81,580.22,640.82,730.54,815.63,815.62,815.89,815.42,815.54,815.5,815.57,815.47,816.07,751.7,203.02,298.84,399.63,500.24,522.86,608.74,726.29,815.68,815.28,815.91,815.94,815.9,815.61,815.77,817.07,815.96,749.28
8619,281.79,355.83,443.26,514.99,572.27,642.71,730.63,815.67,815.67,815.92,815.53,815.62,815.54,815.58,815.54,816.28,752.04,201.67,298.82,399.81,500.34,522.82,610.71,726.77,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.25
8620,281.92,355.56,442.94,514.99,577.03,643.33,730.6,815.67,815.68,815.94,815.54,815.63,815.54,815.58,815.54,816.28,752.1,201.5,298.47,399.92,500.3,522.82,610.73,726.49,815.73,815.28,815.99,815.97,815.92,815.71,815.86,817.16,816.0,749.27
8621,281.79,355.26,442.94,514.99,571.53,642.93,730.47,815.67,815.68,815.94,815.54,815.63,815.54,815.58,815.54,816.28,752.08,201.7,298.85,399.89,500.37,522.82,610.71,726.66,815.73,815.28,815.99,815.97,815.92,815.71,815.86,817.16,816.0,749.25
8622,281.92,355.2,443.45,515.02,585.74,643.36,730.76,815.67,815.66,815.92,815.52,815.62,815.54,815.57,815.54,816.28,752.13,201.47,298.5,399.77,500.25,522.88,610.67,726.43,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.29
8623,281.86,355.45,443.25,514.99,573.55,642.79,730.7,815.67,815.66,815.92,815.52,815.62,815.54,815.58,815.54,816.28,752.1,201.56,298.9,399.86,500.3,522.82,610.71,726.57,815.73,815.28,815.97,815.97,815.92,815.71,815.86,817.16,816.0,749.27
